text,label
Learning Event-Based Motion Deblurring,cs
"APIScanner -- Towards Automated Detection of Deprecated APIs in Python
  Libraries",cs
"Early Warning of COVID-19 Hotspots using Mobility of High Risk Users
  from Web Search Queries",cs
Load balancing policies with server-side cancellation of replicas,cs
"A Bayesian Filter for Multi-view 3D Multi-object Tracking with Occlusion
  Handling",cs
Embedded Large-Scale Handwritten Chinese Character Recognition,cs
Deep Lifetime Clustering,cs
Parameter Sharing Decoder Pair for Auto Composing,cs
Logic Programming and Machine Ethics,cs
"von Mises-Fisher Loss: An Exploration of Embedding Geometries for
  Supervised Learning",cs
"Chaos-Based Multicarrier VLC Modulator With Compensation of LED
  Nonlinearity",cs
"MAGE: Mutual Attestation for a Group of Enclaves without Trusted Third
  Parties",cs
Some punctured codes of several families of binary linear codes,cs
Near Zero-Energy Computation Using Quantum-dot Cellular Automata,cs
"BAIL: Best-Action Imitation Learning for Batch Deep Reinforcement
  Learning",cs
"Robust Blockchained Federated Learning with Model Validation and
  Proof-of-Stake Inspired Consensus",cs
"Jupyter notebooks as discovery mechanisms for open science: Citation
  practices in the astronomy community",cs
The iMet Collection 2019 Challenge Dataset,cs
"Transliteration of Judeo-Arabic Texts into Arabic Script Using Recurrent
  Neural Networks",cs
Machine Translation Evaluation Meets Community Question Answering,cs
Graph based adaptive evolutionary algorithm for continuous optimization,cs
Disentangled Image Generation Through Structured Noise Injection,cs
Task Programming: Learning Data Efficient Behavior Representations,cs
CoVoST 2 and Massively Multilingual Speech-to-Text Translation,cs
"Distribution oblivious, risk-aware algorithms for multi-armed bandits
  with unbounded rewards",cs
Perceptually Motivated Method for Image Inpainting Comparison,cs
Gradualizing the Calculus of Inductive Constructions,cs
"Improving performance of deep learning models with axiomatic attribution
  priors and expected gradients",cs
"Linking open-source code commits and MOOC grades to evaluate massive
  online open peer review",cs
"Bayesian Optimization for Developmental Robotics with Meta-Learning by
  Parameters Bounds Reduction",cs
"Computation of High-Order Electromagnetic Field Derivatives with FDTD
  and the Complex-Step Derivative Approximation",cs
Automatic Section Recognition in Obituaries,cs
"Catastrophic Forgetting in Deep Graph Networks: an Introductory
  Benchmark for Graph Classification",cs
Addressing Variability in Reuse Prediction for Last-Level Caches,cs
"Enhanced Quasi-Maximum Likelihood Decoding of Short LDPC Codes based on
  Saturation",cs
Deep Interpretable Models of Theory of Mind For Human-Agent Teaming,cs
Model and Reinforcement Learning for Markov Games with Risk Preferences,cs
Privacy Friendly E-Ticketing For Public Transport,cs
A New Foundation for Finitary Corecursion and Iterative Algebras,cs
"Diversify Your Datasets: Analyzing Generalization via Controlled
  Variance in Adversarial Datasets",cs
"Generalized DC loop current attack against the KLJN secure key exchange
  scheme",cs
Validation of counting methods in bibliometrics,cs
SetSketch: Filling the Gap between MinHash and HyperLogLog,cs
BeeSwarm: Enabling Scalability Tests in Continuous Integration,cs
An Analysis of 35+ Million Jobs of Travis CI,cs
"New Formulation of Mixed-Integer Conic Programming for Globally Optimal
  Grasp Planning",cs
Real-time safety assessment of trajectories for autonomous driving,cs
Sandwiches for Promise Constraint Satisfaction,cs
MAVIREC: ML-Aided Vectored IR-DropEstimation and Classification,cs
Social Group Query Based on Multi-fuzzy-constrained Strong Simulation,cs
Polymorphic Higher-order Termination,cs
The Intrinsic Scale of Networks is Small,cs
"Efficient Plane-Based Optimization of Geometry and Texture for Indoor
  RGB-D Reconstruction",cs
"An Analytic Layer-wise Deep Learning Framework with Applications to
  Robotics",cs
"A Possibility Distribution Based Multi-Criteria Decision Algorithm for
  Resilient Supplier Selection Problems",cs
"Provable Representation Learning for Imitation Learning via Bi-level
  Optimization",cs
Beyond socket options: making the Linux TCP stack truly extensible,cs
GIF: Generative Interpretable Faces,cs
"""Conservatives Overfit, Liberals Underfit"": The Social-Psychological
  Control of Affect and Uncertainty",cs
Memory-Limited Model-Based Diagnosis,cs
Towards Faster Reasoners By Using Transparent Huge Pages,cs
Road Curb Detection Using A Novel Tensor Voting Algorithm,cs
Generating Titles for Web Tables,cs
Generative Inverse Deep Reinforcement Learning for Online Recommendation,cs
"LEAFAGE: Example-based and Feature importance-based Explanationsfor
  Black-box ML models",cs
"Cost-constrained Minimal Steiner Tree Enumeration by Binary Decision
  Diagram",cs
"Two-Hop Network with Multiple Decision Centers under Expected-Rate
  Constraints",cs
"Towards a Human-Centred Cognitive Model of Visuospatial Complexity in
  Everyday Driving",cs
"Effect of Load Path on Parameter Identification for Plasticity Models
  using Bayesian Methods",cs
Load Driven Branch Predictor (LDBP),cs
Categorizing Comparative Sentences,cs
A Systematic Literature Review and Taxonomy of Modern Code Review,cs
Analyzing and Learning from User Interactions for Search Clarification,cs
"Scheduling Precedence-Constrained Jobs on Related Machines with
  Communication Delay",cs
Object-Guided Instance Segmentation for Biological Images,cs
"Research on All-content Text Recognition Method for Financial Ticket
  Image",cs
Network interpolation,cs
"Classification of Important Segments in Educational Videos using
  Multimodal Features",cs
"New Techniques and Fine-Grained Hardness for Dynamic Near-Additive
  Spanners",cs
"A Trident Quaternion Framework for Inertial-based Navigation Part II:
  Error Models and Application to Initial Alignment",cs
"GAG: Global Attributed Graph Neural Network for Streaming Session-based
  Recommendation",cs
Bayesian causal inference via probabilistic program synthesis,cs
Orthogonal Cocktail BPSK: Exceeding Shannon Capacity of QPSK Input,cs
Learning to Blindly Assess Image Quality in the Laboratory and Wild,cs
"Mixed projection- and density-based topology optimization with
  applications to structural assemblies",cs
"Improved Planetary Rover Inertial Navigation and Wheel Odometry
  Performance through Periodic Use of Zero-Type Constraints",cs
From Symmetric to Asymmetric Asynchronous Byzantine Consensus,cs
"Differential Flatness as a Sufficient Condition to Generate Optimal
  Trajectories in Real Time",cs
"Approximate solutions to large nonsymmetric differential Riccati
  problems with applications to transport theory",cs
"Data-Driven Construction of Data Center Graph of Things for Anomaly
  Detection",cs
FireNet: Real-time Segmentation of Fire Perimeter from Aerial Video,cs
"iToF2dToF: A Robust and Flexible Representation for Data-Driven
  Time-of-Flight Imaging",cs
"Limitations of Greed: Influence Maximization in Undirected Networks
  Re-visited",cs
"Symbolic AI for XAI: Evaluating LFIT Inductive Programming for Fair and
  Explainable Automatic Recruitment",cs
Securing Smart Contract On The Fly,cs
Testing isomorphism of circular-arc graphs -- Hsu's approach revisited,cs
Generating Sentences from Disentangled Syntactic and Semantic Spaces,cs
FedBE: Making Bayesian Model Ensemble Applicable to Federated Learning,cs
"Unsupervised domain adaptation for medical imaging segmentation with
  self-ensembling",cs
"Exact Adversarial Attack to Image Captioning via Structured Output
  Learning with Latent Variables",cs
"Learning Variational Word Masks to Improve the Interpretability of
  Neural Text Classifiers",cs
"Inf-VAE: A Variational Autoencoder Framework to Integrate Homophily and
  Influence in Diffusion Prediction",cs
Care Robots with Sexual Assistance Functions,cs
Model-Agnostic Explainability for Visual Search,cs
Cooperative Pathfinding based on memory-efficient Multi-agent RRT*,cs
Text-to-image synthesis method evaluation based on visual patterns,cs
TensorX: Extensible API for Neural Network Model Design and Deployment,cs
Do Authors Deposit on Time? Tracking Open Access Policy Compliance,cs
TabNet: Attentive Interpretable Tabular Learning,cs
"PerceptionGAN: Real-world Image Construction from Provided Text through
  Perceptual Understanding",cs
"Wayback Machine: Capturing the evolutionary behaviour of the bug
  dependency graph in open-source software systems",cs
Zur Benutzbarkeit und Verwendung von API-Dokumentationen,cs
"Multimodal Memorability: Modeling Effects of Semantics and Decay on
  Video Memorability",cs
I2PA : An Efficient ABC for IoT,cs
"Softwarization, Virtualization, & Machine Learning For Intelligent &
  Effective V2X Communications",cs
Book Embeddings of k-Map Graphs,cs
The IQIYI System for Voice Conversion Challenge 2020,cs
"Engineers Code: reusable open learning modules for engineering
  computations",cs
Algorithms for a Topology-aware Massively Parallel Computation Model,cs
Analyzing Zero-shot Cross-lingual Transfer in Supervised NLP Tasks,cs
Bellman: A Toolbox for Model-Based Reinforcement Learning in TensorFlow,cs
Reinforced Epidemic Control: Saving Both Lives and Economy,cs
Learning Edge Properties in Graphs from Path Aggregations,cs
"Distilling portable Generative Adversarial Networks for Image
  Translation",cs
"TOCO: A Framework for Compressing Neural Network Models Based on
  Tolerance Analysis",cs
"Complexity of controlled bad sequences over finite sets of
  $\mathbb{N}^d$",cs
Aerodynamic Data Fusion Towards the Digital Twin Paradigm,cs
"A Low-Complexity MIMO Channel Estimator with Implicit Structure of a
  Convolutional Neural Network",cs
"Unblind Your Apps: Predicting Natural-Language Labels for Mobile GUI
  Components by Deep Learning",cs
"Robust H-infinity kinematic control of manipulator robots using dual
  quaternion algebra",cs
"Revisiting Model-Agnostic Private Learning: Faster Rates and Active
  Learning",cs
Towards an evolutionary-based approach for natural language processing,cs
"Seasonal-adjustment Based Feature Selection Method for Large-scale
  Search Engine Logs",cs
"Purifying Naturalistic Images through a Real-time Style Transfer
  Semantics Network",cs
A Single Iterative Step for Anytime Causal Discovery,cs
"Temporally-Aware Feature Pooling for Action Spotting in Soccer
  Broadcasts",cs
STag: A Stable Fiducial Marker System,cs
Self-Guided and Cross-Guided Learning for Few-Shot Segmentation,cs
Understanding Learning Dynamics Of Language Models with SVCCA,cs
"Breaking the Curse of Many Agents: Provable Mean Embedding Q-Iteration
  for Mean-Field Reinforcement Learning",cs
"Weighted Aggregating Stochastic Gradient Descent for Parallel Deep
  Learning",cs
"Modified Possibilistic Fuzzy C-Means Algorithm for Clustering Incomplete
  Data Sets",cs
"On the Role of Conceptualization in Commonsense Knowledge Graph
  Construction",cs
Improving One-stage Visual Grounding by Recursive Sub-query Construction,cs
"Pseudo Polynomial Size LP Formulation for Calculating the Least Core
  Value of Weighted Voting Games",cs
Soft Sampling for Robust Object Detection,cs
secureTF: A Secure TensorFlow Framework,cs
A Refined Deep Learning Architecture for Diabetic Foot Ulcers Detection,cs
Positive-Unlabeled Compression on the Cloud,cs
Learning 3D Granular Flow Simulations,cs
FracBits: Mixed Precision Quantization via Fractional Bit-Widths,cs
"Disease Labeling via Machine Learning is NOT quite the same as Medical
  Diagnosis",cs
Emotion Generation and Recognition: A StarGAN Approach,cs
Bridging the domain gap in cross-lingual document classification,cs
Localising In Complex Scenes Using Balanced Adversarial Adaptation,cs
On the Generation of Medical Dialogues for COVID-19,cs
DECAPS: Detail-Oriented Capsule Networks,cs
"Neural Transfer Learning with Transformers for Social Science Text
  Analysis",cs
Operating Room (Re)Scheduling with Bed Management via ASP,cs
Text Classification Using Hybrid Machine Learning Algorithms on Big Data,cs
Texture Selection for Automatic Music Genre Classification,cs
Harmonization and the Worst Scanner Syndrome,cs
"Analyzing, Comparing, and Detecting Emerging Malware: A Graph-based
  Approach",cs
"Load on the Typical Poisson Voronoi Cell with Clustered User
  Distribution",cs
"Day of the week submission effect for accepted papers in Physica A, PLOS
  ONE, Nature and Cell",cs
LieTransformer: Equivariant self-attention for Lie Groups,cs
Multi-Winner Contests for Strategic Diffusion in Social Networks,cs
General Information Theory: Time and Information,cs
The Age of Gossip in Networks,cs
Locally-Adaptive Nonparametric Online Learning,cs
BAD to the Bone: Big Active Data at its Core,cs
A Study of the Mathematics of Deep Learning,cs
"Federated Doubly Stochastic Kernel Learning for Vertically Partitioned
  Data",cs
Compressing GANs using Knowledge Distillation,cs
"GraphTheta: A Distributed Graph Neural Network Learning System With
  Flexible Training Strategy",cs
ConVEx: Data-Efficient and Few-Shot Slot Labeling,cs
An analysis of noise folding for low-rank matrix recovery,cs
"Scaling Up Anomaly Detection Using In-DRAM Working Set of Active Flows
  Table",cs
Battle between Rate and Error in Minimizing Age of Information,cs
NB-IoT Uplink Receiver Design and Performance Study,cs
"crea.blender: A Neural Network-Based Image Generation Game to Assess
  Creativity",cs
"Real-Time Optimal Trajectory Planning for Autonomous Vehicles and Lap
  Time Simulation Using Machine Learning",cs
"Risk Prediction of Peer-to-Peer Lending Market by a LSTM Model with
  Macroeconomic Factor",cs
"Resource-constrained multi-project scheduling with activity and time
  flexibility",cs
"Quantitative supply security related significance measures for gas
  reservoires",cs
"Combining Gesture and Voice Control for Mid-Air Manipulation of CAD
  Models in VR Environments",cs
"Multiclass Common Spatial Pattern for EEG based Brain Computer Interface
  with Adaptive Learning Classifier",cs
Efficiently Estimating Erdos-Renyi Graphs with Node Differential Privacy,cs
"QoS Provision for Controlling Energy Consumption in Ad-hoc Wireless
  Sensor Networks",cs
"Data-Dependent Coresets for Compressing Neural Networks with
  Applications to Generalization Bounds",cs
"Short-Term and Long-Term Context Aggregation Network for Video
  Inpainting",cs
Few-Shot Few-Shot Learning and the role of Spatial Attention,cs
AGAN: Towards Automated Design of Generative Adversarial Networks,cs
Layered Sampling for Robust Optimization Problems,cs
"Monte-Carlo Tree Search for Efficient Visually Guided Rearrangement
  Planning",cs
"Semi-supervised Learning by Latent Space Energy-Based Model of
  Symbol-Vector Coupling",cs
Improving Zero Shot Learning Baselines with Commonsense Knowledge,cs
Introducing Network Coding to RPL: The Chained Secure Mode (CSM),cs
"Hybrid Beamformer Design for High Dynamic Range Ambient Backscatter
  Receivers",cs
Cellular Traffic Prediction with Recurrent Neural Network,cs
"DeepTrust: A Deep Learning Approach for Measuring Social Media Users
  Trustworthiness",cs
Fooling the Crowd with Deep Learning-based Methods,cs
A New Cyber-Secure Countermeasure for LTI systems under DoS attacks,cs
"EtherSolve: Computing an Accurate Control-Flow Graph from Ethereum
  Bytecode",cs
"The Curse of Performance Instability in Analysis Datasets: Consequences,
  Source, and Suggestions",cs
"Joint Compressed Sensing and Manipulation of Wireless Emissions with
  Intelligent Surfaces",cs
"Predicting A Creator's Preferences In, and From, Interactive Generative
  Art",cs
"Panoptic Lintention Network: Towards Efficient Navigational Perception
  for the Visually Impaired",cs
Relational Word Embeddings,cs
"A Neural Model for Text Localization, Transcription and Named Entity
  Recognition in Full Pages",cs
Optimal Resource Allocation for Multi-user OFDMA-URLLC MEC Systems,cs
"Dronecrypt - An Efficient Cryptographic Framework for Small Aerial
  Drones",cs
Local Label Propagation for Large-Scale Semi-Supervised Learning,cs
GANSpace: Discovering Interpretable GAN Controls,cs
"A Deep Learning-Based Autonomous RobotManipulator for Sorting
  Application",cs
"BlendTorch: A Real-Time, Adaptive Domain Randomization Library",cs
"Estimating Effectiveness of Identifying Human Trafficking via Data
  Envelopment Analysis",cs
"User Session Identification Based on Strong Regularities in
  Inter-activity Time",cs
Practical use of Windows data collector process and testing analysis,cs
"Graphsurge: Graph Analytics on View Collections Using Differential
  Computation",cs
TASAC: Temporally Abstract Soft Actor-Critic for Continuous Control,cs
"Empirical Strategy for Stretching Probability Distribution in
  Neural-network-based Regression",cs
"The Case For Alternative Web Archival Formats To Expedite The
  Data-To-Insight Cycle",cs
"DeepAlign: Alignment-based Process Anomaly Correction using Recurrent
  Neural Networks",cs
Multi-tenant Pub/Sub Processing for Real-time Data Streams,cs
"Gender Slopes: Counterfactual Fairness for Computer Vision Models by
  Attribute Manipulation",cs
"Cooperative Observation of Targets moving over a Planar Graph with
  Prediction of Positions",cs
"Age of Information in G/G/1/1 Systems: Age Expressions, Bounds, Special
  Cases, and Optimization",cs
"A Dynamic Tree Algorithm for On-demand Peer-to-peer Ride-sharing
  Matching",cs
"Scalable Alignment of Process Models and Event Logs: An Approach Based
  on Automata and S-Components",cs
High-Speed Robot Navigation using Predicted Occupancy Maps,cs
"Symmetric Assembly Puzzles are Hard, Beyond a Few Pieces",cs
EOSFuzzer: Fuzzing EOSIO Smart Contracts for Vulnerability Detection,cs
Decoder Choice Network for Meta-Learning,cs
"An Effective Two-Branch Model-Based Deep Network for Single Image
  Deraining",cs
"Tensor completion using enhanced multiple modes low-rank prior and total
  variation",cs
"An Improved Exact Sampling Algorithm for the Standard Normal
  Distribution",cs
On Target Segmentation for Direct Speech Translation,cs
Networked Multi-Agent Reinforcement Learning with Emergent Communication,cs
"Machine Learning on Cloud with Blockchain: A Secure, Verifiable and Fair
  Approach to Outsource the Linear Regression",cs
On Strict (Outer-)Confluent Graphs,cs
STEm-Seg: Spatio-temporal Embeddings for Instance Segmentation in Videos,cs
"Orthogonal Multi-view Analysis by Successive Approximations via
  Eigenvectors",cs
"Almost-linear-time Weighted $\ell_p$-norm Solvers in Slightly Dense
  Graphs via Sparsification",cs
"Cautiously Optimistic Policy Optimization and Exploration with Linear
  Function Approximation",cs
"Pretraining Image Encoders without Reconstruction via Feature Prediction
  Loss",cs
Deep Sea Robotic Imaging Simulator,cs
"Shop The Look: Building a Large Scale Visual Shopping System at
  Pinterest",cs
Strong Hanani-Tutte for the Torus,cs
"Intelligent requirements engineering from natural language and their
  chaining toward CAD models",cs
Designing an Android Application for Bills Segregation,cs
Decentralized 2-Robot Transportation with Local and Indirect Sensing,cs
Predicting Directionality in Causal Relations in Text,cs
"Identification of influencers in complex networks by local information
  dimensionality",cs
Algorithms for #BIS-hard problems on expander graphs,cs
Query Optimization Properties of Modified VBS,cs
"ClusterVO: Clustering Moving Instances and Estimating Visual Odometry
  for Self and Surroundings",cs
A Little Charity Guarantees Almost Envy-Freeness,cs
Evolving Neural Networks in Reinforcement Learning by means of UMDAc,cs
AutoCP: Automated Pipelines for Accurate Prediction Intervals,cs
Cross-Layer Distillation with Semantic Calibration,cs
Impact of Fountain Codes on GPRS channels,cs
Simple vs complex temporal recurrences for video saliency prediction,cs
Could robots be regarded as humans in future?,cs
"Mobility and Blockage-aware Communications in Millimeter-Wave Vehicular
  Networks",cs
EvoK: Connecting loved ones through Heart Rate sharing,cs
"BioALBERT: A Simple and Effective Pre-trained Language Model for
  Biomedical Named Entity Recognition",cs
Intersection Types for the Computational lambda-Calculus,cs
"Algorithms based on *-algebras, and their applications to isomorphism of
  polynomials with one secret, group isomorphism, and polynomial identity
  testing",cs
Bio-inspired Robustness: A Review,cs
"Self-supervised Keypoint Correspondences for Multi-Person Pose
  Estimation and Tracking in Videos",cs
"KNN, An Underestimated Model for Regional Rainfall Forecasting",cs
"Using Nonlinear Normal Modes for Execution of Efficient Cyclic Motions
  in Articulated Soft Robots",cs
"Semantics to Space(S2S): Embedding semantics into spatial space for
  zero-shot verb-object query inferencing",cs
Hierarchical Reinforcement Learning for Quadruped Locomotion,cs
BA^2M: A Batch Aware Attention Module for Image Classification,cs
"Continuous Blackjack: Equilibrium, Deviation and Adaptive Strategy",cs
Clustering with Similarity Preserving,cs
"A Dual-arm Robot that Autonomously Lifts Up and Tumbles Heavy Plates
  Using Crane Pulley Blocks",cs
On the Expressivity and Applicability of Model Representation Formalisms,cs
"A Cryptanalysis of Two Cancelable Biometric Schemes based on
  Index-of-Max Hashing",cs
On the Modularity of Hypernetworks,cs
Faster Algorithms for High-Dimensional Robust Covariance Estimation,cs
"Clarification of Video Retrieval Query Results by the Automated
  Insertion of Supporting Shots",cs
Obtaining Faithful Interpretations from Compositional Neural Networks,cs
"GAC-GAN: A General Method for Appearance-Controllable Human Video Motion
  Transfer",cs
Parallel Clique Counting and Peeling Algorithms,cs
"RLAD: Time Series Anomaly Detection through Reinforcement Learning and
  Active Learning",cs
"Adversarial Training of Variational Auto-encoders for Continual
  Zero-shot Learning(A-CZSL)",cs
Experiential AI,cs
A Self-Stabilizing Minimal k-Grouping Algorithm,cs
"Domain-independent Extraction of Scientific Concepts from Research
  Articles",cs
"Continuous Release of Data Streams under both Centralized and Local
  Differential Privacy",cs
Edit Based Grading of SQL Queries,cs
"Github Data Exposure and Accessing Blocked Data using the GraphQL
  Security Design Flaw",cs
"Evolving Character-Level DenseNet Architectures using Genetic
  Programming",cs
"Random Bit Generator Mechanism Based on Elliptic Curves and Secure Hash
  Function",cs
Construction of isodual codes from polycirculant matrices,cs
Deep White-Balance Editing,cs
Evaluation Of Word Embeddings From Large-Scale French Web Content,cs
"Body Sensor Network: A Self-Adaptive System Exemplar in the Healthcare
  Domain",cs
"Investigating Failures of Automatic Translation in the Case of
  Unambiguous Gender",cs
A New Algorithm for Euclidean Shortest Paths in the Plane,cs
"Defining and Detecting Toxicity on Social Media: Context and Knowledge
  are Key",cs
"Looking At Situationally-Induced Impairments And Disabilities (SIIDs)
  With People With Cognitive Brain Injury",cs
"Efficient Multi-Contact Pattern Generation with Sequential Convex
  Approximations of the Centroidal Dynamics",cs
"Analysing Wideband Absorbance Immittance in Normal and Ears with Otitis
  Media with Effusion Using Machine Learning",cs
ADAHESSIAN: An Adaptive Second Order Optimizer for Machine Learning,cs
"Fully Automated and Standardized Segmentation of Adipose Tissue
  Compartments by Deep Learning in Three-dimensional Whole-body MRI of
  Epidemiological Cohort Studies",cs
"Reinforcement Learning Based Temporal Logic Control with Maximum
  Probabilistic Satisfaction",cs
"On Decidability of Existence of Nonblocking Supervisors Resilient to
  Smart Sensor Attacks",cs
"Applying Occam's Razor to Transformer-Based Dependency Parsing: What
  Works, What Doesn't, and What is Really Necessary",cs
"Introducing a framework to assess newly created questions with Natural
  Language Processing",cs
"Survey on Deep Multi-modal Data Analytics: Collaboration, Rivalry and
  Fusion",cs
Hypothesis Test for Bounds on the Size of Random Defective Set,cs
"Beyond Safety Drivers: Staffing a Teleoperations System for Autonomous
  Vehicles",cs
The Parameterized Suffix Tray,cs
A mathematical model for universal semantics,cs
"Autonomous Flight through Cluttered Outdoor Environments Using a
  Memoryless Planner",cs
"Guru, Partner, or Pencil Sharpener? Understanding Designers' Attitudes
  Towards Intelligent Creativity Support Tools",cs
"Efficient Distance Approximation for Structured High-Dimensional
  Distributions via Learning",cs
DBRec: Dual-Bridging Recommendation via Discovering Latent Groups,cs
Faster Compressed Quadtrees,cs
"Autotuning PolyBench Benchmarks with LLVM Clang/Polly Loop Optimization
  Pragmas Using Bayesian Optimization",cs
"Network Transfer Learning via Adversarial Domain Adaptation with Graph
  Convolution",cs
Genus 2 Supersingular Isogeny Oblivious Transfer,cs
Verifying the DPLL Algorithm in Dafny,cs
Asymmetric Loss For Multi-Label Classification,cs
Privately Answering Classification Queries in the Agnostic PAC Model,cs
Adaptive Wing Loss for Robust Face Alignment via Heatmap Regression,cs
"Secure and Efficient Trajectory-Based Contact Tracing using Trusted
  Hardware",cs
"MBAPose: Mask and Bounding-Box Aware Pose Estimation of Surgical
  Instruments with Photorealistic Domain Randomization",cs
"Extracting Temporal Event Relation with Syntactic-Guided Temporal Graph
  Transformer",cs
"Learning to combine primitive skills: A step towards versatile robotic
  manipulation",cs
Reward Optimization for Neural Machine Translation with Learned Metrics,cs
3D Surface Reconstruction From Multi-Date Satellite Images,cs
